Question number;Category;Subcategory;Number;Question;Option A;Option B;Option C;Correct answer;poznámky
900;Znak;inf;22020015;Řidič jedoucí po komunikaci označené touto dopravní značkou mimo obec, může jet rychlostí nejvýše:;90 km/h.;130 km/h.;110 km/h.;c;obrázek
459;Prav;pra;22020016;Řidič jedoucí po dálnici, v úseku který prochází obcí, může jet rychlostí nejvýše:;80 km/h.;50 km/h.;130 km/h.;a;obrázek
901;Znak;inf;22020017;Jakou nejvyšší rychlostí můžete pokračovat po projetí křižovatky v přímém směru:;50 km/h.;30 km/h.;20 km/h.;c;obrázek
345;Prav;mhd;22020018;Na vyobrazené dopravní situaci řidič osobního automobilu jedoucí v přímém směru:;jede současně s tramvají.;má přednost v jízdě před tramvají.;musí dát přednost v jízdě tramvaji.;b;obrázek
346;Prav;mhd;22020019;Smí se řidič vozidla z výhledu otočit do protisměru přes tramvajový pás?;Ano.;Ne.;;a;obrázek
1124;Znak;zak;22020020;Řidič vozidla z výhledu na vyobrazené křižovatce může:;odbočit vpravo.;odbočit vlevo, nebo jet v přímém směru.;odbočit vpravo i vlevo.;b;obrázek
645;Res;kri;22020021;Řidič vozidla z výhledu hodlá odbočit vlevo. V jakém pořadí projedou vozidla touto křižovatkou?;Jako první projede tramvaj, následně vozidlo z výhledu.;Tramvaj i vozidlo z výhledu projedou současně.;Jako první projede vozidlo z výhledu, následně tramvaj.;a;obrázek
646;Res;kri;22020022;Na nejbližší křižovatce řidič osobního vozidla z výhledu:;musí odbočit vlevo.;nesmí odbočit vpravo.;smí odbočit vpravo.;b;obrázek
1125;Znak;zak;22020023;Řidič vozidla z výhledu se:;nesmí otočit do protisměru přes tramvajový pás.;"smí otočit do protisměru přes tramvajový pás; přitom musí dát přednost v jízdě pouze tramvajím jedoucím ve stejném směru.";"smí otočit do protisměru přes tramvajový pás; přitom musí dát přednost v jízdě tramvajím jedoucím v obou směrech a vozidlům jedoucím v protisměru.";a;obrázek
902;Znak;inf;22020024;Vyobrazená dopravní situace upozorňuje řidiče na:;možnost přecházení pouze chodců.;možnost přecházení chodců a přejíždění cyklistů.;možnost přejíždění pouze cyklistů.;b;obrázek
883;Voz;sve;22020026;Řidič vozidla na snímku:;Může toto vozidlo v provozu na pozemních komunikacích použít pouze za nesnížené viditelnosti.;Se dopouští protiprávního jednání, neboť tabulka registrační značky na zadní části vozidla je zakrytá.;;b;obrázek
549;Prav;sme;22020027;Jak se zachovám jako řidič osobního vozidla z výhledu pokud jedu při pravém okraji vozovky:;dám znamení o změně směru jízdy a s bezpečným odstupem objíždím zaparkovaná vozidla.;pokračuji bez změny v jízdě, mezi zaparkované vozidlo a přerušovanou čáru se vejdu, nemusím tedy dávat znamení o změně směru jízdy.;znamení o změně směru jízdy budu dávat pouze v případě, že přejedu přes přerušovanou čáru do protisměru.;a;obrázek
49;Bez;pre;22020028;Osoba na přechodu pro chodce označená holí s bílými a červenými pruhy:;je osobou se zraněním dolní končetiny.;je osobou hluchoslepou.;je osobou nevidomou.;b;obrázek
1061;Znak;vys;22020029;Tato svislá dopravní značka upozorňuje řidiče na:;nebezpečné klesání.;nebezpečné stoupání.;na úsek, kde místní podmínky činí klesání pozemní komunikace nebezpečným.;b;obrázek
1062;Znak;vys;22020030;Tato svislá dopravní značka upozorňuje:;na stezku pro cyklisty.;na dětské dopravní hřiště.;na zvýšený výskyt cyklistů.;c;obrázek
996;Znak;vod;22020031;Může řidič přes tuto vodorovnou dopravní značku odbočit vlevo k najetí na parkoviště u obchodního domu?;ANO;NE;;b;obrázek
997;Znak;vod;22020032;Může řidič přes tuto vodorovnou dopravní značku odbočit vlevo k najetí do garáže u rodinného domu?;ANO;PO;;a;obrázek
985;Znak;upr;22020033;Řidič vozidla z výhledu:;má přednost v jízdě před vozidly jedoucími po kruhovém objezdu.;musí dát přednost v jízdě vozidlům pohybujícím se po kruhovém objezdu.;;a;obrázek
986;Znak;upr;22020034;Řidič červeného vozidla jedoucí po kruhovém objezdu:;musí dát přednost v jízdě vozidlům vjíždějícím na kruhový objezd.;má přednost v jízdě na kruhovém objezdu.;musí zastavit a dát přednost v jízdě vozidlům vjíždějícím na kruhový objezd.;a;obrázek
654;Res;neb;22020035;Řidič vozidla z výhledu:;"nesmí objíždět autobus; zastaví za ním a vyčká jeho odjezdu ze zastávky.";autobus v zastávce objede.;porušuje předpisy tím, že objíždí autobus po tramvajovém pásu.;a;obrázek
50;Bez;pre;22020036;"Může ""osoba starší 10 let jedoucí na koloběžce"" přejíždět přes přechod pro chodce:";NE, platí pro ni pravidla pro jízdu na jízdním kole.;ANO, platí pro ni pravidla pro chodce.;;a;obrázek
550;Prav;sme;22020037;Jak se zachová řidič vozidla z výhledu odbočujícího na pozemní komunikaci vpravo?;Nesmí ohrozit chodce přecházejícího pozemní komunikaci a musí dbát zvýšené opatrnosti vůči osobě s omezenou schopností orientace.;Nemusí na tuto osobu brát zvláštní ohled, protože se nenachází na přechodu pro chodce.;;a;obrázek
1126;Znak;zak;22020038;"Platnost přenosné dopravní značky ""Nejvyšší dovolená rychlost"" umístěná na vozidle, které označuje pohyblivé pracoviště tvořené pomalu se pohybujícím vozidlem nebo skupinou vozidel, končí:";pouze svislou přenosnou dopravní značkou Konec nejvyšší dovolené rychlosti, nebo Konec všech zákazů nebo křižovatkou.;300 m ve směru jízdy za tímto vozidlem nebo za posledním vozidlem skupiny, jedná-li se o skupinu vozidel.;100 m ve směru jízdy za tímto vozidlem nebo za posledním vozidlem skupiny, jedná-li se o skupinu vozidel.;c;obrázek
998;Znak;vod;22050007;Dopravní značka na obrázku pro řidiče znamená:;zákaz značku přejíždět nebo ji nákladem přesahovat, pokud to není nutné k objíždění, odbočování na místo ležící mimo pozemní komunikaci nebo vjíždění na pozemní komunikaci z místa ležícího mimo pozemní komunikaci a předjíždění cyklistů.;zákaz značku přejíždět nebo ji nákladem přesahovat, pokud to není nutné k objíždění, předjíždění cyklistů a traktorů.;možnost se volně pohybovat v obou jízdních pruzích.;a;obrázek
903;Znak;inf;22050009;Řidič vozidla z výhledu, který hodlá jet do centra Prahy:;musí přejet do levého jízdního pruhu, jízdní pruh ve kterém se nachází vede pouze směr letiště.;"může odbočit vlevo i vpravo a najede na městský okruh; z dopravních značek nevyplývá, který směr je určen pro cestu do centra.";může pokračovat v jízdním pruhu, ve kterém se právě nachází.;c;obrázek
460;Prav;pra;22050010;Při zařazování z připojovacího pruhu do průběžného pruhu:;má řidič vozidla z výhledu přednost před vozidly jedoucími v průběžném pruhu.;nesmí řidič vozidla z výhledu ohrozit vozidla jedoucí v průběžném pruhu.;nesmí řidič vozidla z výhledu ohrozit ani omezit vozidla jedoucí v průběžném pruhu.;b;obrázek
1127;Znak;zak;22050011;Vyobrazenou dopravní značkou může být ukončena platnost:;všech dopravních značek.;"dopravní značky ""Zákaz zastavení"".";"dopravní značky ""Nejvyšší dovolená rychlost"".";c;obrázek
1128;Znak;zak;22050012;"Může řidič projet úsekem označeným vyobrazenou dopravní značkou ""Jiný zákaz"",když si chce zkrátit cestu nebo objet komplikovanou dopravní situaci?";Ne.;Ano.;Ano, pokud zná místní situaci.;a;obrázek
1063;Znak;vys;22050013;Tato dopravní značka:;upozorňuje na křižovatku s vyznačením jejího tvaru.;upozorňuje na křižovatku, kde není přednost v jízdě upravena svislými dopravními značkami.;zakazuje zastavení a stání.;b;obrázek
253;Def;uca;22050014;Speciální označení osoby nevidomé je:;Bílá hůl, která musí být opatřena nejméně jedním reflexním bílým pruhem šířky 50 mm.;Hůl s černými a žlutými pruhy o šířce 100 mm, která musí být opatřena nejméně jedním reflexním bílým pruhem šířky 50 mm.;Hůl s bílými a červenými pruhy o šířce 100 mm, která musí být opatřenanejméně jedním reflexním bílým pruhem šířky 50 mm a nejméně souvislá třetina její délky musí mít průměr nejméně 12 mm.;a;obrázek
51;Bez;pre;22050016;Řidič vozidla z výhledu musí ve vyobrazené dopravní situaci:;vždy zastavit vozidlo před přechodem pro chodce.;dát přednost pouze vozidlům přijíždějícím do křižovatky po hlavní pozemní komunikaci.;"dát přednost vozidlům přijíždějícím do křižovatky po hlavní pozemní komunikaci a vozidlům přijíždějícím ""zprava"".";c;obrázek
52;Bez;pre;22050017;Jak se zachová řidič vozidla přijíždějící k přechodu pro chodce, kde osoby zjevně hodlají přecházet pozemní komunikaci?;Nesmí ohrozit nebo omezit chodce a v případě potřeby je řidič povinen i zastavit vozidlo před přechodem pro chodce.;Nemusí snížit rychlost jízdy nebo zastavit vozidlo před přechodem pro chodce.;;a;obrázek
53;Bez;pre;22050018;Chodci ve vyobrazené dopravní situaci:;musí použít místo pro přecházení pokud jsou od něj vzdáleni do 50 m.;nemusí použít místo pro přecházení pokud jsou od něj vzdáleni do 50 m.;;a;obrázek
647;Res;kri;22050020;Řidič vozidla z výhledu hodlá pokračovat v jízdě vlevo. Přitom:;nemusí dát přednost protijedoucímu vozidlu, neboť pokračuje po hlavní pozemní komunikaci.;musí dát přednost protijedoucímu vozidlu.;"nemusí dát přednost protijedoucímu vozidlu, neboť jede na signál ""VOLNO"".";b;obrázek
1064;Znak;vys;22050021;Tato svislá dopravní značka upozorňuje řidiče na:;nebezpečné klesání.;nebezpečné stoupání.;na úsek, kde místní podmínky činí stoupání pozemní komunikace nebezpečným.;a;obrázek
987;Znak;upr;22050022;Řidič osobního vozidla z výhledu ve vyobrazené dopravní situaci:;má přednost v jízdě před protijedoucími vozidly.;musí dát přednost v jízdě protijedoucím vozidlům a jet rychlostí nejvýše 20 km/h.;musí dát přednost v jízdě protijedoucím vozidlům lehčím než 22 tun.;b;obrázek
1065;Znak;vys;22050023;Řidič vozidla z výhledu ve vyobrazené dopravní situaci v obci:;je informován o motorovém vozidle, které tvoří překážku na pozemní komunikaci ve vzdálenosti 150 metrů a musí přizpůsobit jízdu této mimořádné dopravní situaci.;je informován o motorovém vozidle, které tvoří překážku na pozemní komunikaci ve vzdálenosti 100 metrů a musí přizpůsobit jízdu této mimořádné dopravní situaci.;je informován o motorovém vozidle, které tvoří překážku provozu na pozemní komunikaci ve vzdálenosti 50 metrů nebo kratší a musí přizpůsobit jízdu této mimořádné dopravní situaci.;c;obrázek
254;Def;uca;22050024;Osoba na kolečkových lyžích je považována z hlediska pravidel provozu na pozemních komunikacích za:;chodce.;cyklistu.;jezdce na osobním přepravníku.;a;obrázek
951;Znak;sem;22050025;Signál dvou vedle sebe umístěných střídavě přerušovaných červených světel ve vyobrazené dopravní situaci znamená pro řidiče modrého vozidla:;povinnost zastavit vozidlo před světelným signalizačním zařízením.;povinnost snížit rychlost jízdy přičemž nemusí zastavit vozidlo.;;a;obrázek
1066;Znak;vys;22050026;Tato dopravní značka upozorňuje řidiče na:;železniční přejezd se závorami ve vzdálenosti 240 m.;železniční přejezd bez závor ve vzdálenosti 240 m.;železniční přejezd se závorami ve vzdálenosti 180 m.;a;obrázek
1067;Znak;vys;22050027;Řidič vozidla z výhledu je upozorňován:;na skutečnost, že za zatáčkou je ve vzdálenosti 240 m železniční přejezd.;na tři po sobě následující zatáčky, z nichž první je vpravo.;na nebezpečnou zatáčku vpravo.;c;obrázek
1068;Znak;vys;22050028;Tato dopravní značka:;upozorňuje na úsek pozemní komunikace směřující na nechráněné nábřeží nebo břeh vodní plochy.;upozorňuje na místo, kde je možné použít přívoz.;upozorňuje na zvedací nebo jiný pohyblivý most.;a;obrázek
1069;Znak;vys;22050029;Tato dopravní značka upozorňuje na:;zvedací nebo jiný pohyblivý most.;nábřeží.;zvýšenou hladinu vodní plochy.;a;obrázek
952;Znak;sem;22050030;Smí řidič vozidla z výhledu vjet na železniční přejezd?;Ano, situace je dostatečně přehledná a závory jsou zvednuty.;Ne.;;b;obrázek
904;Znak;inf;22050032;Řidič vozidla z výhledu v následujícím úseku:;musí jet rychlostí minimálně 20 km/h.;by měl jet doporučenou rychlostí 20 km/h.;nesmí překročit rychlost 20 km/h.;b;obrázek
701;Souv;mir;22100013;Má vozidlo dle kontrolní nálepky na fotografii k dnešnímu dni platnou technickou prohlídku (k dubnu 2025)?;Ne.;Ano.;Nelze určit.;a;obrázek
103;Bez;rid;22100014;Dodržel řidič červeného nákladního automobilu při rychlosti 72 km/h (20m/s) bezpečnou vzdálenost za vozidlem jedoucím před ním?;Ne.;Ano.;;a;obrázek
905;Znak;inf;22100015;Tato svislá dopravní značka označuje:;Parkoviště, kde je dovoleno zastavení a stání.;Záchytné parkoviště, ze kterého lze pokračovat v jízdě prostředkem hromadné dopravy osob.;Parkoviště, na kterém lze zastavit za účelem vystoupení a nastoupení osob.;c;obrázek
104;Bez;rid;22100018;Může telefonování za jízdy při použití Handsfree ovlivnit reakční dobu řidiče?;Ne, reakční doba řidiče při použití Handsfree zůstává stejná a nemá vliv na dráhu pro zastavení vozidla.;Ano.;Ne, závisí pouze na tom s kým telefonuje.;b;obrázek
22;Bez;ost;22100019;Je minimální bezpečná vzdálenost mezi jedoucími vozidly zákonem přesně definována v metrech?;Ne, je třeba zvážit všechny možné faktory. Zejména rychlost, technický stav a konstrukci vozidla, klimatické a adhezní podmínky a reakční dobu řidiče.;Ano, je třeba dodržet vždy bezpečnou vzdálenost minimálně 20 metrů a u nákladních automobilů a autobusů vždy 30 metrů.;Ano, je třeba dodržet vždy bezpečnou vzdálenost minimálně 30 metrů a u nákladních automobilů a autobusů vždy 40 metrů.;a;obrázek
105;Bez;rid;22100020;Ovlivní ovládání navigačního systému vozidla za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?;Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.;Ne. Ovládat navigační systém vozidla za jízdy neprodlužuje reakční dobu řidiče.;;a;obrázek
